20,0.08985,1.40297,1.60004,1.19946,0.7005600000000001
40,0.1,2.7001,2.51779,2.10001,1.60304
60,0.09996000000000001,4.19991,3.50297,3.02117,2.29995
80,0.09997999999999999,5.20217,4.69775,10.20034,5.19966
100,0.10001,6.599850000000001,5.40251,5.1,3.7999099999999997
120,0.18862,7.60222,7.20222,6.59572,4.602130000000001
140,0.20169,9.101389999999999,7.596760000000001,6.70255,5.19975
160,0.2001,10.89992,8.9024,7.899889999999999,5.997719999999999
180,0.2023,11.49983,10.29768,9.00296,6.799370000000001
200,0.30193000000000003,12.80035,11.00003,11.618219999999999,7.599210000000001
220,0.20215999999999998,14.30016,11.99981,13.097900000000001,13.49967
240,0.49792,15.89966,13.303090000000001,13.199779999999999,9.118739999999999
260,0.40005999999999997,16.49993,14.30255,13.09982,9.697619999999999
280,0.29879,17.9999,15.81414,13.902350000000002,10.50004
300,0.39997,19.59998,16.802339999999997,14.60017,11.497499999999999
320,0.39985,21.30001,17.90247,17.209920000000004,12.39684
340,0.39996,22.60009,19.30023,17.00273,12.9993
360,0.40068000000000004,23.99751,19.39992,18.01616,13.69999
380,0.49993,24.502339999999997,21.097739999999998,19.602970000000003,14.596960000000001
400,0.40001,26.581380000000003,22.097649999999998,19.60314,14.999429999999998
420,0.5022300000000001,27.79761,23.50226,20.800060000000002,15.9124
440,0.6026,36.39987,24.1005,22.11552,16.50047
460,0.49989999999999996,29.713559999999994,25.29999,22.499950000000002,17.39765
480,0.49998999999999993,31.99998,27.00002,23.71634,18.397579999999998
500,0.59989,39.80003,28.018040000000003,24.39767,18.91654
520,0.7030399999999999,33.6092,28.302340000000004,25.600329999999996,27.29733
540,1.09995,35.60252,30.70024,27.296870000000002,20.903039999999997
560,0.70313,36.79672,31.60319,28.797020000000003,22.00228
580,0.70236,45.197469999999996,31.800140000000006,29.902300000000004,22.00008
600,0.7007800000000001,39.019220000000004,32.42233,29.600120000000004,22.90222
620,0.80237,48.89979,34.10094,30.5993,23.59984
640,0.70247,41.3974,34.70309,38.4969,24.10239
660,0.70287,42.896879999999996,35.70249,32.19751,24.91323
680,0.8032199999999999,43.841,37.19987,34.60231,25.49777
700,1.00241,50.49707,38.403059999999996,34.296949999999995,26.1024
720,0.90309,46.199200000000005,39.099959999999996,36.13308,27.000009999999996
740,0.9,56.30676999999999,40.90002,36.99711,28.435240000000004
760,0.8001799999999999,49.89946,41.70079,39.06487,28.997709999999994
780,0.80048,51.225199999999994,42.71237,45.697720000000004,29.802279999999996
800,0.90296,52.39694000000001,43.102590000000006,39.529790000000006,31.000759999999996
820,0.90054,60.19681999999999,45.6025,40.49995,30.79999
840,0.99982,54.60236999999999,46.29762,41.502300000000005,31.600109999999994
860,0.99993,55.600030000000004,47.40025,47.29975,32.7031
880,1.00304,56.596799999999995,48.30007,43.70322,33.099450000000004
900,1.00302,58.89928000000001,49.29996,43.79768,34.00352
920,0.99756,59.502340000000004,57.80009,45.51775,34.70002
940,1.09858,60.816680000000005,52.197829999999996,46.20216,35.9008
960,1.0033400000000001,61.799009999999996,60.20018,48.099759999999996,36.400009999999995
980,1.00298,63.111790000000006,59.50058,48.50264,36.69757
1000,1.09991,65.0001,55.61424000000001,48.916290000000004,37.49693
1020,1.20015,66.00221,62.49996,50.900059999999996,38.40002
1040,1.0998899999999998,66.73124,57.197759999999995,50.399950000000004,38.99998
1060,1.20035,68.41166999999999,63.5,52.09755,39.80013
1080,1.19992,69.41668000000001,59.802330000000005,53.0,40.99988
1100,1.2030100000000001,71.31163000000001,67.40244,54.59998,41.310230000000004
1120,1.3016200000000002,72.50001999999999,61.69686999999999,55.102430000000005,41.99987
1140,1.3000399999999999,73.19941,70.49767,56.20228000000001,42.79762
1160,1.29985,76.8001,65.00092,57.902280000000005,44.69995
1180,1.30092,77.60924,71.79923,62.29774999999999,47.00273
